"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm30 mapping",2369,3681,418,756,55098,301,149,0,2987,865,851,9,195,279,1819,1314,996,42,0,50,2358,415,2697,110,245,8626,2053,200,965,684,0,0,0,5029,0,0,1716,0,0,0,0,614,0,0,80313,0,167,1131,3,0,0,0,0,6243,260,4794,5626,58,855,5980,18,401,83,169,3810,1422,0,0,0,0,0,0,0,0,0,46,4316,2552,26975,3629,1287,0,0,0,0,0,0,0,0,1085,0,0,0,1380,0,0,0,0,0,0,3006,4618,10,0,0,440,0,792,3056,2657,436,330,3665,4925,0,0,0,0,55994,0,8079,0,0,2545,0,55221,0,0,0,0,0,0,0,0,0,42681,0,0,0,0,809,1157,0,275,0,18512,0,9436,71,26,181,0,8507,0,1232,1345,868,239,1718,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94067,1102,3682,4253,2619,2964,0,3287,0,3958,0,0,0,0,0,0,0,2,175,222,4595,5871,6244,5051,105,1763,0,0,1060,5676,3469,4993,7686,0,0,0,71,7461,0,5891,4599,8684,713,0,0,0,0,0,0,162,23,0,0,435,677,2223,393,0,23,0,0,81497,0,0,0,6303,0,0,0,4976,6628,4020,0,1475,5212,0,0,0,0,13681,5849,7575,10342,0,0,0,0,0,0,0,0,0,0,0,0,736,0,4767,0,0,0,0,0
"lm31 mapping",934,1047,146,1351,279,14,0,0,900,34,271,1,48795,242,487,171,1,73,16,0,2989,2381,765,55,0,121,2221,0,3787,358,0,796,0,1157,0,0,0,0,0,0,0,0,0,0,127,0,0,0,2704,0,0,0,0,38,0,2839,0,3,0,0,10,0,27562,17,1422,507,0,0,0,0,0,0,0,0,0,0,766,2715,0,1515,313,0,0,0,0,166978,0,0,0,0,0,0,0,155,0,0,0,0,0,4067,0,614,0,0,0,127,0,1426,1151,392,0,706,147,709,0,0,0,0,0,0,0,25504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,3,121,5,0,0,5,0,0,2462,0,0,11,1457,246,659,1590,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1472,1338,799,578,0,1777,0,0,0,0,0,0,0,0,1,0,0,32,0,317,346,2139,0,85,0,0,867,0,226,624,410,0,0,0,18,0,0,425,191,5864,0,0,0,0,0,727,0,143,319,0,0,0,583,1235,0,0,1,0,0,0,0,0,0,2880,0,0,0,0,2454,1563,0,7866,5053,0,0,3139,0,8830,0,10161,7038,0,0,0,0,0,0,0,0,0,0,0,586,0,0,1854,0,0,0,0,0
"lm32 mapping",3039,3976,197,677,825,75,157,1648,1962,51,1052,3,544,476,939,974,123,93197,58179,772,1520,723,3357,39,0,220,3546,802,470,0,0,0,0,6045,0,0,2899,0,75,1475,2017,3927,0,817,77,5551,1168,5157,0,0,0,0,0,1655,1308,5919,2129,0,0,1656,42,280,130,447,4453,1484,0,0,0,0,0,0,0,0,0,4377,2281,3522,1735,2215,1679,353041,0,0,0,0,0,0,0,413,0,0,25127,0,0,0,0,504,18826,0,5358,3138,0,0,0,306,291,208,3397,1473,15349,53,2775,4191,157561,0,0,10206,0,0,0,0,0,0,41657,0,0,0,0,0,283541,0,0,0,0,0,0,0,0,0,0,1256,0,450,403,9360,0,0,74,0,0,0,1012,1505,801,2086,1969,1848,1451,648,0,0,0,0,53745,0,0,0,0,0,0,0,0,27670,0,1749,4818,1836,498,6443,5569,3903,0,3741,0,0,0,0,0,0,0,164,1082,14,8677,3169,1702,1860,111,903,0,0,368,6547,3199,3962,3618,25285,0,0,0,11514,0,4464,3277,3530,453,0,0,0,21293,0,16179,26,167,411,73,0,228,2378,0,2072,289,4,226,0,0,1193,0,5758,0,0,0,0,2502,4171,6766,1367,4817,0,0,0,0,1344,11927,7482,9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,0,0,0,0
"lm33 mapping",852,1415,0,0,0,31,0,0,710,2,268,2,120,1079,320,90,5,6,0,150,373,19,738,26,0,382,919,0,233,1020,0,1614,0,424,0,0,0,0,219,16148,52,9971,0,4015,20,2840,1515,10967,2320,7740,0,0,0,14,0,204,0,12,0,0,0,0,9,2,179,447,0,0,0,0,0,0,0,0,0,0,0,2363,0,0,393,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,2685,0,0,0,677,0,0,0,209,0,20,0,1297,0,128,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,1,0,0,0,0,263,414,515,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,228,731,670,347,0,1631,0,271,0,0,0,0,0,0,81,0,0,93,733,879,4893,1595,0,129,0,0,403,1000,451,4489,871,0,0,0,36,1253,0,1212,3634,3564,40,0,302,0,15672,111,0,0,0,0,71,2167,202,1072,0,0,11,1,51,0,0,0,0,606,0,0,0,0,0,453,0,0,1670,0,0,0,0,0,799,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0
"lm34 mapping",1685,2196,174,1013,205,82,0,0,2392,111,812,35,280,0,665,855,423,43,35,0,1304,238,2289,8,355,103,1755,221,439,0,0,0,0,5063,0,0,0,0,0,0,0,445,0,191,61,0,0,0,2417,0,740,0,0,1681,0,2419,2811,0,101,0,43,14,512,34415,2804,634,0,0,0,0,0,0,0,0,0,0,3481,0,0,3287,231,0,0,0,0,0,0,0,0,75,0,0,0,36,0,0,0,26367,0,4278,1767,3732,0,87,0,190,0,1872,5676,1209,1873,3522,3652,3639,0,0,0,0,0,0,0,0,0,0,106878,0,0,0,0,0,0,0,0,0,0,0,3452,0,0,0,0,0,0,2660,0,2,0,0,59,0,0,0,0,0,217,316,2449,2045,899,482,0,0,0,0,0,0,0,0,0,29140,0,0,0,0,0,3321,484,3498,0,1919,0,3059,0,2224,0,0,0,0,0,0,202,207,12497,94,1969,6838,16533,3629,0,6429,0,0,746,1039,4951,5553,5165,0,0,46,193,3094,305,8285,36401,9370,0,0,31897,0,0,0,3176,542,0,0,331,18105,710,1400,0,989,51,1507,0,0,0,0,0,1703,0,65156,0,33,3843,4058,0,3207,4328,0,0,0,0,20492,1399,0,6985,0,0,0,0,0,0,0,0,0,0,0,592,0,0,2203,0,0,0,0,0
"lm35 mapping",2335,3142,203,1117,4268,119,0,0,2506,289,1851,8,195,795,1419,1157,475,1058,0,893,1811,120,3056,519,0,7496,1926,527,249,8345,0,1238,0,4578,0,0,1936,0,0,0,0,0,0,0,1126,1986,0,0,0,0,0,0,0,5527,25101,3304,1593,458,410,0,0,42366,1139,107,3006,1215,0,0,0,0,0,0,0,0,0,22,916,6049,0,1435,5023,0,0,0,0,0,0,352,0,398,0,0,0,0,0,0,893,96,0,2563,1441,2261,0,1586,0,577,0,5958,2331,2733,46,2898,4385,3258,0,0,0,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873,0,0,5741,2893,1207,0,784,0,2,0,0,0,5,41,0,0,6369,750,1686,1224,1000,1993,523,0,0,0,0,46248,0,812,0,0,0,0,0,0,0,0,1361,1159,7520,921,4602,0,5930,0,4309,0,0,0,98829,0,0,0,0,0,142,378,11476,12859,5776,0,4528,0,0,2260,1004,7968,8756,6808,0,0,0,0,520,56,13471,14846,12085,0,0,0,257898,0,0,0,0,22,0,0,0,335514,2021,0,0,33,124,0,0,0,0,0,1124,1460,0,0,0,9537,3284,0,3510,4162,0,0,0,0,12999,12294,2549,8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981,0,0,0,0,8307
"lm36 mapping",1699,1883,130,340,1349,77,269,210,792,9,578,3,99,0,638,509,46,43,0,0,2027,4397,2006,5,660,211,2508,108,717,0,0,0,0,5379,0,0,0,0,0,1354,0,2637,0,1780,1142,0,550,4972,1312,0,0,0,0,1892,168,2681,0,0,0,1439,0,3143,13632,54,2318,611,0,0,0,0,0,0,0,0,0,1,2564,0,3994,456,1269,0,0,0,0,0,0,550,0,83,0,0,0,0,0,0,0,0,9440,2300,0,2162,2,40,0,305,8457,2175,42,995,6202,1154,24,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,3,1242,2,0,217,2,0,68,6052,0,0,622,818,982,1201,1464,318,0,0,0,0,0,0,0,0,35956,0,0,0,1124,0,0,0,0,801,457,3775,0,0,0,1978,0,0,0,0,0,0,74,0,113351,0,2759,2952,1205,2158,185,986,0,0,688,2595,4077,1692,1530,0,0,142,0,1405,253,3588,6487,3639,0,0,0,0,13879,0,0,59,191,0,69,0,4,1528,0,0,11,0,0,0,0,0,0,99,0,0,0,0,1102,0,0,1881,3055,0,0,0,0,0,4187,968,4008,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1632,0,0,0,0,0
"lm37 mapping",2204,1669,266,0,353,38,180,0,576,8,190,0,825,272,545,255,338,39,0,664,784,105,643,13,378,212,2200,0,318,0,0,0,0,5943,0,0,0,0,0,0,0,412,0,0,2763,0,0,0,1084,0,1744,0,0,5162,126,3954,4892,0,338,4346,24,164,82,154,4764,815,0,0,0,0,0,0,0,0,35061,0,3210,0,26141,4467,697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2742,2527,3625,1737,0,0,0,180,0,872,1925,1048,522,1544,2376,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23285,0,0,757,0,0,1122,629,3,0,0,3,0,0,6,0,0,327,666,1080,1101,382,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,1680,3440,1094,3419,0,2186,0,435,0,0,0,0,0,0,182,0,0,24,6625,7557,5132,3446,396,3476,0,0,2683,7295,7066,6766,4010,20722,0,26668,0,6393,21,10044,4603,7410,554,0,0,0,0,0,0,2367,732,0,51,127,222,1954,3935,0,8,0,738,0,0,5646,0,1396,425,0,0,0,4899,4355,0,253,5284,0,0,0,0,11305,5434,0,6694,0,0,0,0,0,0,0,0,0,0,0,248,0,0,2793,0,0,0,0,0
"lm38 mapping",2387,2853,1264,663,283,234,194,460,3578,784,603,5,365,394,1669,1049,1876,109,0,0,1659,275,1905,7,0,232,1881,107,560,0,0,0,0,2460,0,0,2128,0,183,0,63,5927,0,3011,281,0,1855,5653,0,31421,1131,0,0,4166,2819,3181,5049,0,1248,835,16,274,126,55,1912,1004,0,0,0,0,0,0,0,0,0,647,830,2453,0,1689,1697,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,349,541,0,0,3312,4727,0,0,0,1707,0,635,1197,2070,0,3964,350,6710,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,57753,0,0,0,0,0,0,0,0,0,0,598,0,268,20169,0,0,62,0,12,0,672,7,0,656,864,874,1189,1815,371,0,0,0,0,0,0,0,0,0,0,3082,0,0,0,0,2423,2670,4114,1885,1435,5037,2469,0,2657,0,0,0,0,0,0,0,0,353,31,3661,9671,14890,2729,60,15335,3670,0,542,2864,5068,7789,4662,0,250013,93,0,1813,0,12265,9782,5072,0,4559,32365,0,0,926,0,0,63,0,7984,53998,758,1794,63742,1584,343,100,0,0,0,3018,48363,3694,0,0,0,12931,5289,4821,0,2583,4260,0,0,0,0,8476,4165,7658,7807,0,0,0,0,0,0,0,0,0,0,1193,1703,0,0,2610,0,0,0,0,0
"lm39 mapping",2939,1975,0,0,0,101,341,579,2651,98,1450,61,414,0,1097,705,423,57,0,293,1381,1363,1070,14,0,95,1280,0,763,0,0,0,0,668,0,0,1495,0,0,0,0,260,0,0,254,0,0,612,0,0,0,0,0,794,0,1643,1461,0,0,0,2,0,8,49,571,944,0,0,0,0,0,0,0,0,0,0,805,7469,12745,1756,1339,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5769,6299,1485,41,0,0,0,0,2358,2911,990,228,2301,3145,1271,0,0,0,1919,26,0,0,0,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,588,0,0,0,0,0,0,7,1,74371,0,5221,0,531,640,174,1186,2367,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,770,3419,1831,683,0,3390,0,1544,0,0,0,0,0,0,60,0,141,197,3324,3441,2225,3174,401,1632,0,0,2359,5580,3171,2694,4957,0,0,0,0,13365,0,6419,8771,6102,603,167,2,0,0,485,0,31,437,1695,44,478,417,1608,0,110,13,0,228,0,0,0,0,1318,0,0,0,1083,1251,1359,0,1985,1992,0,0,0,0,2131,1491,4606,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,0,0,0,0,122
"lm40 mapping",4746,4866,588,370,601,265,128,791,5298,426,2111,0,3411,1923,3032,1413,1988,128,190,48,3959,912,3089,76,2430,225,4568,220,1002,2089,0,2419,0,9329,0,0,3892,0,0,0,1403,1336,0,525,1030,0,0,426,2102,0,1615,0,0,3344,412,9084,4716,1851,161,9381,26,108,52038,389,5490,1896,0,0,0,157034,0,0,0,0,0,0,0,4576,14837,4460,3102,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,144,5563,4403,11462,2826,193,0,0,487,13828,7637,1794,2398,5995,4239,9950,3374,0,0,0,0,0,0,234459,9294,0,0,0,0,173243,0,0,0,0,0,0,0,14009,0,0,8237,0,0,482,5592,21335,295,52906,0,0,969,12,0,152,0,5472,0,1295,3511,1474,2059,2397,862,0,0,0,0,0,0,0,0,0,0,0,0,0,20923,0,4716,5028,10481,4713,6970,5777,6619,0,2538,0,0,0,0,0,0,0,0,0,25,3034,5190,3098,2403,270,0,8369,0,1309,7470,4707,7372,3715,5214,11816,124,0,3977,0,7513,7597,4247,0,515229,570,0,0,2286,0,26,0,0,849150,0,0,3160,0,0,22,0,0,0,0,7678,0,5238,0,0,96805,0,10286,5530,0,16460,6369,0,0,1754,0,12705,1443,43149,18027,0,0,0,533383,0,0,0,29556,71021,5930,0,0,91462,0,4695,0,0,0,0,0
"lm41 mapping",249,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,80,0,0,0,491,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,274,2,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"lm42 mapping",1058,1465,131,0,2381,12,262,0,717,35,390,4,885,0,660,405,209,25,44,0,209,9,436,2,0,29,418,0,56,281,0,1249,0,1994,0,0,0,0,0,0,0,300,0,0,5136,0,0,0,0,0,968,0,0,6877,1158,1503,4552,1,308,5743,0,346,20,103,1651,409,0,0,0,0,0,0,0,0,0,0,0,931,2408,2542,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,30,0,520,0,0,0,0,0,989,585,165,0,1047,593,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,2,0,13471,0,72002,1200,0,0,0,0,0,163,1450,632,0,0,223,0,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,1029,450,640,420,1033,4023,153,0,2268,0,0,0,0,0,0,0,2167,0,64,2063,4974,0,1487,304,1113,0,0,779,4343,4199,0,1770,0,0,0,124238,2074,0,5493,0,2994,0,0,0,0,0,0,0,0,35489,0,0,0,0,837,0,0,4,0,0,0,0,0,0,1205,0,0,0,0,2702,1336,0,2000,1339,0,0,0,0,11200,623,970,2652,0,0,0,0,0,0,0,0,0,2209,0,0,0,0,747,0,0,0,0,0
"lm43 mapping",940,807,0,0,0,94,0,0,2446,359,207,2,8122,0,979,269,683,74,2,81,456,48,1642,15,0,12,1287,133,16,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1101,124,588,0,0,0,0,0,30,12,32,308,274,0,0,0,0,0,0,0,0,0,0,0,3551,0,1195,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,6918,1939,2270,0,0,0,93,0,2210,1554,936,0,2058,1426,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,1,0,3014,3,1,0,0,0,0,424,10,2,674,321,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,84,122,2733,2538,844,0,1956,0,0,0,0,0,0,0,0,0,0,0,693,396,143,0,44832,0,0,6,0,874,555,179,0,0,0,230,0,0,819,1073,234,0,0,0,0,0,5,0,0,4,0,0,5,0,266,0,0,4,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,1923,0,0,0,660,0,0,0,3655,0,0,0,0,0,0,0,0,0,0,0,259,0,0,672,0,0,0,0,0
"lm44 mapping",2883,2880,0,0,0,59,369,0,2045,68,694,3,384,0,861,164,136,79,1003,211,1795,1357,2781,31,0,208,3336,685,1178,367,0,1134,0,1164,0,0,0,0,351,0,16,6068,0,2315,1,0,1260,3979,0,0,0,0,0,4122,1286,1041,0,22,246,1678,4,1037,24,19,692,1137,0,0,0,0,0,0,44508,0,0,0,3816,635,7301,2164,5559,0,0,0,0,0,0,488,0,753,0,0,0,107,0,0,1011,156,6008,0,4889,3671,0,0,0,576,4893,616,1243,2541,4787,1096,1119,4794,0,0,0,0,0,0,0,0,0,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,1260,0,1692,581,2,0,900,13,47,0,0,0,629,856,3389,1758,1687,2415,685,0,0,0,0,35078,0,0,8158,0,0,920,0,0,0,0,2119,2585,3436,765,4416,0,3924,0,4020,0,0,0,0,0,0,599,1,114,0,2699,3503,3374,933,132,14617,0,0,326,2460,5315,9012,1360,0,0,0,0,3892,0,4495,5739,1656,26,0,60,0,0,0,0,27,102,0,71,300,130,2314,0,0,539,2,0,0,0,0,0,0,0,0,0,0,785,0,0,2064,1789,0,0,0,0,10517,25876,20734,597,0,0,0,0,0,0,0,0,0,0,758,0,1023,0,580,0,0,0,0,0
"lm45 mapping",302,358,0,0,265,34,0,0,624,286,215,0,13,308,408,187,61,27,1,0,318,1,365,2,0,13,199,0,0,0,0,0,0,202,0,0,1002,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0,758,0,0,0,0,0,0,4,12,355,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,2138,0,0,0,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,312,109,898,509,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,135,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0,2255,34,0,0,0,0,0,0,0,2442,0,0,0,0,0,0,0,0,0,0,0,0,135,0,139,0,0,6,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,1543,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0
"lm46 mapping",344,231,0,0,0,29,0,0,247,3,21,0,10,0,58,0,161,0,0,0,0,0,4,0,0,3,0,0,0,3553,0,3890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,0,0,0,0,0,0,289,599,0,0,87,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,575,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,671,0,420,0,0,0,0,0,0,0,0,0,0,3837,0,1022,0,8393,0,0,0,0,2320,0,1731,0,0,0,0,0,4166,0,0,1334,0,0,0,1,0,0,0,0,0,0,0,0,92,0,92,0,0,1,1,0,0,0,0,0,1925,0,0,0,0,0,1230,0,0,0,0,163229,0,0,0,603,1084,5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0
"lm47 mapping",2321,2860,4586,852,294,5773,421,23454,6429,1120,1980,9,1278,270,3066,2183,1504,103,0,40,1727,9752,758,9,455,207,1584,182,1580,404,0,726,0,4359,0,0,548,0,0,0,37,73,0,0,152,0,0,0,0,0,0,0,0,849,0,4060,2945,0,317,0,2,0,29,140,3060,1161,0,0,0,0,0,0,0,0,0,0,2674,7161,0,4249,442,0,0,0,0,0,0,628,0,157,0,0,0,0,0,0,2632,0,14617,0,1934,1500,2,35,0,126,9932,4332,2591,1997,17586,3290,2045,1333,0,0,0,291,0,0,6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870,0,0,1676,503,0,3834,209,11,149,0,0,4519,2742,1012,1157,3175,1955,3595,504,0,0,174113,0,0,0,0,0,0,0,0,0,0,0,0,1638,3074,3499,2202,397,3856,7374,0,3304,0,0,0,0,0,0,0,0,0,0,4632,3436,2189,3003,291,1681,0,0,1662,11673,2000,3642,6053,0,0,0,0,10887,0,4693,4425,5134,308,0,249,0,0,0,0,34617,0,233,310,506,321,2286,0,303,0,94573,0,0,0,0,0,0,0,50301,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lm48 mapping",3444,4783,119,263,619,349,13964,2521,5313,372,2209,134,2103,0,2675,1047,1736,31048,12,0,2427,947,3498,87,3882,1557,2597,224,1470,385,0,0,0,2966,0,0,1231,0,64,0,21,2337,0,1244,3698,0,354,2599,1168,0,1021,0,0,1268,0,4834,2213,35,182,2162,21,0,76,102,2945,1748,0,0,0,0,146020,0,0,0,0,0,4561,0,11621,4618,3293,0,0,0,0,0,0,0,0,4541,0,0,0,1568,0,97,1961,0,0,1382,11344,7941,17,716,0,859,0,4007,7722,4973,0,2828,9731,8367,0,0,0,0,0,0,0,0,14046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,897,0,1208,369,0,18018,284,16,165,0,0,0,3931,980,1277,1836,2137,2034,928,0,0,0,0,0,0,0,0,1476,0,1902,0,0,0,0,4458,3664,5447,2186,2814,0,7746,0,7808,0,0,0,0,0,0,853,0,108,62,12123,10425,12583,2261,2504,7839,0,0,1533,16054,6989,12325,3534,0,0,164,0,13097,120,11593,28814,5770,132,0,1277,0,0,0,0,105,33,0,693,2752,145,3404,553,2157,548,85,155,225973,0,0,0,7685,0,0,0,4980,5418,8417,0,7401,7275,0,0,2908,0,26978,11254,15168,23658,0,435,0,0,0,0,0,30150,0,5651,0,0,0,0,4131,0,1013,0,0,0
